State Code,State,Zip Code,City, Beginning 2000 , End 2018 ,% Increase
PA,Pennsylvania,19148,Philadelphia,43600,224300,514.45
CA,California,92130,San Diego,459500,1130500,246.03
NJ,New Jersey,07305,Jersey City,134700,322200,239.2
CA,California,90640,Montebello,186300,542900,291.41
FL,Florida,32771,Sanford,100200,217300,216.87
NC,North Carolina,27407,Greensboro,102100,129300,126.64
CA,California,94087,Sunnyvale,574500,2130800,370.9
MA,Massachusetts,02135,Boston,144000,457700,317.85
PA,Pennsylvania,19131,Philadelphia,41500,104300,251.33
MD,Maryland,20904,Silver Spring,199500,421100,211.08
TX,Texas,77373,Spring,95500,162700,170.37
FL,Florida,33141,Miami Beach,89700,267500,298.22
FL,Florida,33436,Boynton Beach,119000,257900,216.72
OK,Oklahoma,73013,Edmond,107100,208400,194.58
MA,Massachusetts,01201,Pittsfield,99100,165400,166.9
TX,Texas,75098,Wylie,150500,271000,180.07
TX,Texas,75204,Dallas,194400,392200,201.75
MA,Massachusetts,02151,Revere,162700,404600,248.68
NJ,New Jersey,08873,Franklin,177100,332000,187.46
OR,Oregon,97124,Hillsboro,167800,390400,232.66
VA,Virginia,22407,Fredericksburg,133300,267100,200.38
CT,Connecticut,06511,New Haven,96000,194400,202.5
AZ,Arizona,85255,Scottsdale,328200,687800,209.57
CA,California,95125,San Jose,470500,1413100,300.34
WI,Wisconsin,54601,La Crosse,85000,156700,184.35
CA,California,90036,Los Angeles,444800,1766400,397.12
CA,California,92563,Murrieta,202900,432900,213.36
DE,Delaware,19702,Newark,125300,215600,172.07
GA,Georgia,30075,Roswell,231400,418700,180.94
NY,New York,11354,New York,188300,749300,397.93
WA,Washington,98034,Kirkland,221700,650700,293.5
TX,Texas,78209,San Antonio,200000,399100,199.55
OH,Ohio,45140,Loveland,165600,253600,153.14
FL,Florida,33021,Hollywood,104200,283000,271.59
CO,Colorado,80016,Aurora,317700,537700,169.25
HI,Hawaii,96815,Honolulu,152700,459000,300.59
NV,Nevada,89147,Las Vegas,135600,279900,206.42
TX,Texas,78253,San Antonio,152600,259000,169.72
SC,South Carolina,29588,Socastee,115500,178000,154.11
MT,Montana,59102,Billings,134500,227000,168.77
FL,Florida,33324,Plantation,94100,236100,250.9
CA,California,92562,Murrieta,208600,433200,207.67
MA,Massachusetts,02780,Taunton,143700,293200,204.04
MO,Missouri,63301,Saint Charles,115600,187900,162.54
TX,Texas,79424,Lubbock,129000,204800,158.76
VA,Virginia,22192,Woodbridge,153100,346100,226.06
SC,South Carolina,29483,Summerville,104900,213400,203.43
FL,Florida,34668,Port Richey,58000,113200,195.17
TX,Texas,76137,Fort Worth,126900,216600,170.69
VA,Virginia,22201,Arlington,204500,618300,302.35
GA,Georgia,30067,Marietta,145200,264400,182.09
CA,California,92117,San Diego,224000,671800,299.91
IL,Illinois,60004,Arlington Heights,226900,329600,145.26
AZ,Arizona,85201,Mesa,93400,205000,219.49
NY,New York,11746,Huntington,235200,433000,184.1
PA,Pennsylvania,17601,Manheim,133600,233000,174.4
NC,North Carolina,28025,Concord,107400,173200,161.27
ID,Idaho,83709,Boise,135900,287500,211.55
NJ,New Jersey,08527,Jackson,172600,352000,203.94
CO,Colorado,80219,Denver,127500,321800,252.39
MI,Michigan,48066,Roseville,98800,102300,103.54
DE,Delaware,19711,Newark,151400,273300,180.52
CA,California,92128,San Diego,256000,663200,259.06
MS,Mississippi,38654,Olive Branch,122500,211200,172.41
NJ,New Jersey,07728,Freehold,182600,357200,195.62
CA,California,91801,Alhambra,194800,661900,339.78
CA,California,94086,Sunnyvale,461000,1732100,375.73
CA,California,94591,Vallejo,197800,480700,243.02
PA,Pennsylvania,19380,West Chester,204800,403800,197.17
CA,California,91331,Los Angeles,141700,492300,347.42
GA,Georgia,30907,Martinez,101200,161900,159.98
GA,Georgia,30144,Kennesaw,137700,218000,158.32
OH,Ohio,45040,Mason,161600,263600,163.12
AR,Arkansas,72034,Conway,93900,174400,185.73
LA,Louisiana,70065,Kenner,126500,188700,149.17
VA,Virginia,23456,Virginia Beach,157300,351700,223.59
TX,Texas,76051,Grapevine,189500,356000,187.86
FL,Florida,33023,Miramar,86400,261700,302.89
TX,Texas,78223,San Antonio,64700,133000,205.56
OH,Ohio,45424,Huber Heights,91800,122200,133.12
NC,North Carolina,27106,Winston-Salem,122900,171500,139.54
CA,California,90042,Los Angeles,145400,771400,530.54
VA,Virginia,24060,Blacksburg,154800,292200,188.76
FL,Florida,33578,Riverview,85600,200800,234.58
VA,Virginia,23112,Midlothian,137900,260900,189.2
CA,California,92020,El Cajon,195000,531900,272.77
CA,California,94553,Martinez,218000,608500,279.13
OR,Oregon,97504,Medford,139200,308200,221.41
NC,North Carolina,27603,Raleigh,140800,234700,166.69
FL,Florida,32137,Palm Coast,101400,244500,241.12
TX,Texas,78520,Brownsville,60300,85700,142.12
SC,South Carolina,29229,Columbia,129600,152600,117.75
FL,Florida,34748,Leesburg,85500,167900,196.37
NY,New York,10466,New York,177500,435900,245.58
NC,North Carolina,27529,Garner,129700,209500,161.53
CA,California,92882,Corona,189700,492100,259.41
CA,California,94015,Daly City,362000,1020500,281.91
CA,California,92399,Yucaipa,154300,377100,244.39
AZ,Arizona,85351,Sun City,88100,171700,194.89
WA,Washington,98225,Bellingham,125000,414400,331.52
NJ,New Jersey,07055,Passaic,146700,331400,225.9
UT,Utah,84015,Clearfield,134600,271000,201.34
OR,Oregon,97206,Portland,125700,378700,301.27
TX,Texas,75115,Desoto,130200,222100,170.58
FL,Florida,34698,Dunedin,91200,252300,276.64
MD,Maryland,21218,Baltimore,55500,124800,224.86
MO,Missouri,65202,Columbia,114500,154200,134.67
CA,California,92201,Indio,112600,267300,237.39
WA,Washington,98109,Seattle,296200,815000,275.15
FL,Florida,33308,Fort Lauderdale,139800,374500,267.88
FL,Florida,33312,Fort Lauderdale,96600,275300,284.99
IL,Illinois,60402,Berwyn,130200,208700,160.29
NY,New York,11374,New York,235900,771000,326.83
GA,Georgia,30114,Canton,138400,258000,186.42
TX,Texas,78228,San Antonio,66100,130600,197.58
NJ,New Jersey,07003,Bloomfield,152800,328900,215.25
VA,Virginia,22030,Fairfax,225300,557000,247.23
TX,Texas,75093,Plano,288400,463700,160.78
IL,Illinois,60638,Chicago,138700,215300,155.23
CA,California,93308,Oildale,92900,210300,226.37
FL,Florida,33437,Boynton Beach,150100,288700,192.34
WA,Washington,99336,Kennewick,86800,251000,289.17
TN,Tennessee,38016,Memphis,160100,189000,118.05
PA,Pennsylvania,19382,West Chester,212700,431000,202.63
MD,Maryland,20850,Rockville,227600,559100,245.65
NY,New York,10036,New York,339300,1074900,316.8
CO,Colorado,80538,Loveland,163600,345800,211.37
OH,Ohio,44646,Massillon,97800,134600,137.63
AL,Alabama,36695,Mobile,128400,175600,136.76
TX,Texas,79109,Amarillo,89200,164200,184.08
FL,Florida,33178,Doral,144900,339100,234.02
OR,Oregon,97405,Eugene,151700,344200,226.9
MO,Missouri,63366,O Fallon,135400,224800,166.03
TX,Texas,78045,Laredo,113200,193800,171.2
TX,Texas,75071,McKinney,196100,318100,162.21
CA,California,95008,Campbell,422600,1398600,330.95
CA,California,92056,Oceanside,199100,536600,269.51
WI,Wisconsin,53209,Milwaukee,56400,68800,121.99
FL,Florida,34997,Stuart,126000,266600,211.59
TX,Texas,78230,San Antonio,146600,269500,183.83
NC,North Carolina,28546,Jacksonville,91500,135200,147.76
NC,North Carolina,28645,Lenoir,66700,98300,147.38
CA,California,95350,Modesto,113500,284300,250.48
NJ,New Jersey,07306,Jersey City,116700,484200,414.91
AZ,Arizona,85326,Buckeye,113100,208600,184.44
CA,California,92704,Santa Ana,177500,558400,314.59
TX,Texas,75068,Little Elm,156100,271200,173.73
TX,Texas,75007,Carrollton,142800,282200,197.62
NJ,New Jersey,08021,Lindenwold,83700,128100,153.05
PA,Pennsylvania,19145,Philadelphia,41000,218400,532.68
GA,Georgia,30319,Brookhaven,276900,547400,197.69
CA,California,92071,Santee,191400,521600,272.52
IL,Illinois,60639,Chicago,131600,232400,176.6
FL,Florida,33914,Cape Coral,91400,286300,313.24
MO,Missouri,63303,Saint Charles,141000,234600,166.38
MI,Michigan,48187,Canton,192500,263900,137.09
CT,Connecticut,06810,Danbury,162900,262900,161.39
MS,Mississippi,39503,Gulfport,85200,137800,161.74
MN,Minnesota,56001,Mankato,118500,199200,168.1
PA,Pennsylvania,19146,Philadelphia,27200,343300,1262.13
NC,North Carolina,27606,Raleigh,152900,281900,184.37
OR,Oregon,97702,Bend,159500,428200,268.46
NC,North Carolina,27405,Greensboro,80300,103800,129.27
OH,Ohio,45069,West Chester,159900,237900,148.78
TX,Texas,78640,Kyle,134400,216100,160.79
CA,California,92509,Riverside,125500,388000,309.16
TN,Tennessee,37043,Clarksville,118500,217000,183.12
HI,Hawaii,96797,Waipahu,217000,663800,305.9
MD,Maryland,21206,Baltimore,78000,141700,181.67
CO,Colorado,80504,Longmont,185300,409100,220.78
CA,California,92024,Encinitas,344600,1029900,298.87
FL,Florida,34952,Port Saint Lucie,76000,188300,247.76
VA,Virginia,23225,Richmond,88700,217000,244.64
CA,California,92656,Aliso Viejo,241600,640300,265.02
CA,California,95624,Elk Grove,182300,434900,238.56
IN,Indiana,46032,Carmel,247400,329900,133.35
NY,New York,10473,New York,150100,435200,289.94
CA,California,92553,Moreno Valley,96000,304700,317.4
FL,Florida,32068,Middleburg,97000,197200,203.3
SC,South Carolina,29720,Lancaster,73300,121800,166.17
FL,Florida,33418,Palm Beach Gardens,187600,404600,215.67
CA,California,92618,Irvine,288500,831500,288.21
IL,Illinois,61265,Moline,70500,106300,150.78
VA,Virginia,22003,Annandale,220800,546200,247.37
NY,New York,10940,Middletown,107100,191800,179.08
HI,Hawaii,96720,Hilo,114200,322500,282.4
AL,Alabama,36830,Auburn,143600,252200,175.63
ME,Maine,04401,Bangor,80400,149000,185.32
AZ,Arizona,85374,Surprise,136100,245000,180.01
FL,Florida,33065,Coral Springs,86700,211100,243.48
CA,California,90006,Los Angeles,154300,689100,446.6
GA,Georgia,30606,Athens,116000,203200,175.17
NC,North Carolina,27616,Raleigh,138700,213200,153.71
TX,Texas,78550,Harlingen,62500,87500,140
TX,Texas,77386,Spring,144500,222500,153.98
OH,Ohio,44124,Lyndhurst,134800,150500,111.65
OH,Ohio,45238,Cincinnati,99200,119500,120.46
NY,New York,11210,New York,248900,811600,326.07
CO,Colorado,80020,Broomfield,183100,395100,215.78
NY,New York,12550,Newburgh,119900,211800,176.65
CA,California,92626,Costa Mesa,265900,803400,302.14
AZ,Arizona,85205,Mesa,116500,236500,203
NC,North Carolina,27526,Fuquay Varina,140400,249100,177.42
HI,Hawaii,96817,Honolulu,249700,743600,297.8
CA,California,92880,Eastvale,248300,577100,232.42
PA,Pennsylvania,19320,Valley,133200,218400,163.96
LA,Louisiana,70816,Baton Rouge,112900,180100,159.52
MO,Missouri,63116,Saint Louis,63000,116200,184.44
NV,Nevada,89129,Las Vegas,149900,298400,199.07
CA,California,92253,La Quinta,203800,417800,205
IL,Illinois,60073,Round Lake Beach,130400,149800,114.88
AZ,Arizona,85254,Phoenix,204600,490800,239.88
NV,Nevada,89122,Las Vegas,121400,229800,189.29
SC,South Carolina,29607,Greenville,111600,227800,204.12
FL,Florida,33810,Lakeland,86100,192700,223.81
TX,Texas,75040,Garland,91400,193500,211.71
TX,Texas,79928,Horizon City,87800,134000,152.62
VA,Virginia,23185,Williamsburg,172300,303500,176.15
TX,Texas,78258,San Antonio,218800,351200,160.51
TX,Texas,78504,McAllen,104700,165400,157.98
MD,Maryland,20774,Kettering,158700,320300,201.83
CA,California,92805,Anaheim,180000,548800,304.89
MI,Michigan,48044,Macomb,184900,292600,158.25
TX,Texas,77407,Richmond,153400,250900,163.56
NC,North Carolina,27613,Raleigh,201300,353600,175.66
FL,Florida,34221,Palmetto,87000,218400,251.03
NM,New Mexico,87109,Albuquerque,135400,243000,179.47
VA,Virginia,23188,Williamsburg,176600,301300,170.61
TX,Texas,75703,Tyler,130600,218900,167.61
MD,Maryland,21228,Catonsville,135200,308800,228.4
FL,Florida,34741,Kissimmee,77600,156600,201.8
IL,Illinois,60630,Chicago,176800,298700,168.95
CA,California,90255,Huntington Park,152800,433100,283.44
MN,Minnesota,55044,Lakeville,190400,349000,183.3
AZ,Arizona,85338,Goodyear,136700,253000,185.08
MI,Michigan,49009,Oshtemo,166100,235400,141.72
SC,South Carolina,29501,Florence,103200,142500,138.08
MO,Missouri,65802,Springfield,71600,108200,151.12
NY,New York,11434,New York,169200,451000,266.55
VA,Virginia,22554,Stafford,169000,344600,203.91
CA,California,94115,San Francisco,604300,1572500,260.22
WA,Washington,98661,Vancouver,133300,300600,225.51
SC,South Carolina,29414,Charleston,139800,261700,187.2
TX,Texas,75149,Mesquite,82400,160900,195.27
MD,Maryland,21207,Lochearn,91500,195900,214.1
FL,Florida,33614,Egypt Lake-Leto,69600,188600,270.98
TX,Texas,75025,Plano,218800,367100,167.78
OR,Oregon,97501,Medford,108100,247900,229.32
TX,Texas,75034,Frisco,302500,431100,142.51
TX,Texas,75061,Irving,92800,198300,213.69
FL,Florida,33176,Kendall,122800,318600,259.45
PA,Pennsylvania,17602,Lancaster,87000,167100,192.07
MD,Maryland,20744,Fort Washington,150500,301400,200.27
OR,Oregon,97223,Tigard,178500,430700,241.29
CA,California,92234,Cathedral City,113800,300100,263.71
OK,Oklahoma,73072,Norman,113700,213200,187.51
TX,Texas,78250,San Antonio,95500,178000,186.39
OR,Oregon,97301,Salem,103000,231000,224.27
OH,Ohio,43235,Columbus,152900,257000,168.08
CA,California,90028,Los Angeles,207000,913100,441.11
MN,Minnesota,55337,Burnsville,153200,270300,176.44
FL,Florida,33020,Hollywood,75700,232200,306.74
AR,Arkansas,72701,Fayetteville,90100,226100,250.94
TX,Texas,78681,Round Rock,189300,307800,162.6
WA,Washington,98125,Seattle,219000,652600,297.99
PA,Pennsylvania,19147,Philadelphia,80300,409200,509.59
TX,Texas,75080,Richardson,141300,311500,220.45
PA,Pennsylvania,19149,Philadelphia,59400,151600,255.22
PA,Pennsylvania,19464,Pottstown,99800,158000,158.32
CA,California,91786,Upland,164200,475600,289.65
TN,Tennessee,38017,Collierville,208300,327400,157.18
IN,Indiana,47401,Bloomington,125700,233600,185.84
CO,Colorado,80123,Denver,185500,411400,221.78
CA,California,93312,Bakersfield,137700,287400,208.71
PA,Pennsylvania,15642,North Huntingdon,80500,163100,202.61
CO,Colorado,80918,Colorado Springs,146700,286700,195.43
CA,California,93003,Ventura,230600,607400,263.4
TX,Texas,77042,Houston,134700,216700,160.88
CA,California,90024,Los Angeles,484900,1274000,262.73
HI,Hawaii,96789,Mililani,232700,720200,309.5
VA,Virginia,23434,Suffolk,90700,193800,213.67
KY,Kentucky,40214,Louisville,84300,129500,153.62
IL,Illinois,62704,Springfield,96000,123700,128.85
NC,North Carolina,27215,Burlington,119200,155800,130.7
NY,New York,12065,Clifton Park,140200,288900,206.06
GA,Georgia,30016,Covington,108000,148900,137.87
IL,Illinois,60643,Chicago,97100,148900,153.35
AZ,Arizona,85248,Chandler,186800,362700,194.16
CO,Colorado,80012,Aurora,140800,312900,222.23
SC,South Carolina,29910,Bluffton,208300,277800,133.37
TX,Texas,77063,Houston,136100,216200,158.85
NM,New Mexico,87112,Albuquerque,116100,187700,161.67
LA,Louisiana,70001,Metairie,140300,221700,158.02
FL,Florida,32935,Melbourne,69500,168200,242.01
MN,Minnesota,55106,Saint Paul,96200,183600,190.85
TX,Texas,76549,Killeen,102400,129200,126.17
TX,Texas,78216,San Antonio,107400,218400,203.35
MO,Missouri,63031,Florissant,77300,106700,138.03
SD,South Dakota,57701,Rapid City,84300,169200,200.71
NY,New York,11224,New York,160000,565000,353.13
NY,New York,14120,North Tonawanda,79400,154900,195.09
CA,California,92057,Oceanside,180500,490900,271.97
NC,North Carolina,28173,Waxhaw,195400,378000,193.45
MN,Minnesota,55303,Ramsey,133300,252100,189.12
TX,Texas,76133,Fort Worth,86100,177600,206.27
CA,California,95020,Gilroy,350500,756000,215.69
NY,New York,10010,New York,520400,1696900,326.08
FL,Florida,33322,Sunrise,74200,180200,242.86
CA,California,92223,Beaumont,149300,332000,222.37
NJ,New Jersey,07083,Union,169900,325600,191.64
AZ,Arizona,85207,Mesa,158600,326200,205.67
PA,Pennsylvania,15237,Ross,128100,239400,186.89
NV,Nevada,89502,Reno,125500,286700,228.45
AZ,Arizona,85122,Casa Grande,119000,177000,148.74
NJ,New Jersey,07601,Hackensack,151600,287500,189.64
PA,Pennsylvania,19335,East Brandywine,184300,342100,185.62
OH,Ohio,43615,Toledo,90900,103500,113.86
KS,Kansas,67212,Wichita,103400,152400,147.39
FL,Florida,33125,Miami,100500,281300,279.9
IN,Indiana,46360,Michigan City,82200,130700,159
WI,Wisconsin,54956,Neenah,125800,203000,161.37
CA,California,92708,Fountain Valley,291800,814200,279.03
NC,North Carolina,27360,Thomasville,84700,118600,140.02
NY,New York,10306,New York,209500,561500,268.02
FL,Florida,34655,New Port Richey,132100,243300,184.18
FL,Florida,33062,Pompano Beach,124400,339300,272.75
OK,Oklahoma,73120,Oklahoma City,86600,159800,184.53
TN,Tennessee,37918,Knoxville,88400,164500,186.09
KY,Kentucky,40324,Georgetown,127600,184100,144.28
OH,Ohio,45014,Fairfield,119300,165400,138.64
NJ,New Jersey,08054,Mt Laurel,141400,244500,172.91
NJ,New Jersey,07470,Wayne,278600,444000,159.37
WA,Washington,98003,Federal Way,156400,336900,215.41
AZ,Arizona,85224,Chandler,122700,267300,217.85
LA,Louisiana,70506,Lafayette,74100,147600,199.19
OH,Ohio,43207,Columbus,73100,108400,148.29
NC,North Carolina,27615,Raleigh,189300,323200,170.73
IL,Illinois,60411,Chicago Heights,87600,79100,90.3
TX,Texas,78665,Round Rock,165000,273100,165.52
TN,Tennessee,38111,Memphis,62500,64000,102.4
AZ,Arizona,85375,Sun City West,146000,246800,169.04
CA,California,93277,Visalia,110000,228600,207.82
OH,Ohio,43232,Columbus,81900,114200,139.44
CA,California,92103,San Diego,254100,752400,296.1
CA,California,93063,Simi Valley,234300,581400,248.14
NC,North Carolina,28412,Wilmington,124600,208600,167.42
TX,Texas,75219,Dallas,156600,304300,194.32
FL,Florida,33615,Town 'n' Country,77900,197900,254.04
MO,Missouri,65804,Springfield,102700,157400,153.26
MA,Massachusetts,01844,Methuen,163000,352200,216.07
SC,South Carolina,29526,Conway,101000,164100,162.48
FL,Florida,32216,Jacksonville,82000,166900,203.54
TX,Texas,78247,San Antonio,111100,203500,183.17
TN,Tennessee,37660,Kingsport,71600,115500,161.31
NC,North Carolina,28262,Charlotte,132500,194800,147.02
NY,New York,11101,New York,149400,1094600,732.66
SC,South Carolina,29651,Greer,98900,183600,185.64
NY,New York,13760,Union,70200,120300,171.37
HI,Hawaii,96744,Kaneohe,271300,849000,312.94
WI,Wisconsin,54115,De Pere,107700,229900,213.46
NC,North Carolina,27612,Raleigh,185900,354200,190.53
VA,Virginia,20171,Herndon,257000,598900,233.04
TN,Tennessee,37087,Lebanon,111400,241100,216.43
OK,Oklahoma,73071,Norman,70100,143400,204.56
FL,Florida,32164,Palm Coast,72600,203300,280.03
AL,Alabama,35215,Birmingham,78900,89800,113.81
CA,California,91402,Los Angeles,144400,490800,339.89
NY,New York,14075,Hamburg,95200,179600,188.66
